seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	Clusters
chr1	7397928	7398053	126	*	Distal Intergenic	1	7160557	7172659	12103	1	319263	ENSMUST00000183204.1	237371	ENSMUSG00000051285	Pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	SMRT CpG 6hr
chr1	23433416	23433541	126	*	Distal Intergenic	1	23370268	23397541	27274	2	70155	ENSMUST00000188677.1	-35875	ENSMUSG00000026158	Ogfrl1	opioid growth factor receptor-like 1	SMRT CpG 6hr
chr1	40051274	40051399	126	*	Distal Intergenic	1	40074079	40112136	38058	1	16178	ENSMUST00000191671.5	-22680	ENSMUSG00000026073	Il1r2	interleukin 1 receptor, type II	SMRT CpG 6hr
chr1	40084426	40084551	126	*	Promoter	1	40084698	40125231	40534	1	16178	ENSMUST00000027243.12	-147	ENSMUSG00000026073	Il1r2	interleukin 1 receptor, type II	SMRT CpG 6hr
chr1	40087599	40087724	126	*	Intron (ENSMUST00000191671.5/16178, intron 1 of 3)	1	40085985	40102436	16452	1	16178	ENSMUST00000194913.1	1614	ENSMUSG00000026073	Il1r2	interleukin 1 receptor, type II	SMRT CpG 6hr
chr1	52119331	52119456	126	*	Promoter	1	52119440	52155412	35973	1	20846	ENSMUST00000186574.6	0	ENSMUSG00000026104	Stat1	signal transducer and activator of transcription 1	SMRT CpG 6hr
chr1	52722753	52722878	126	*	Intron (ENSMUST00000156876.7/98682, intron 1 of 6)	1	52675623	52727358	51736	2	98682	ENSMUST00000147421.1	4480	ENSMUSG00000041439	Mfsd6	major facilitator superfamily domain containing 6	SMRT CpG 6hr
chr1	52800436	52800561	126	*	Promoter	1	52797066	52800371	3306	2	16329	ENSMUST00000159725.1	-65	ENSMUSG00000026102	Inpp1	inositol polyphosphate-1-phosphatase	SMRT CpG 6hr
chr1	52801612	52801737	126	*	Intron (ENSMUST00000027271.8/16329, intron 1 of 5)	1	52797066	52800371	3306	2	16329	ENSMUST00000159725.1	-1241	ENSMUSG00000026102	Inpp1	inositol polyphosphate-1-phosphatase	SMRT CpG 6hr
chr1	58268827	58268952	126	*	Intron (ENSMUST00000161126.1/ENSMUST00000161126.1, intron 4 of 5)	1	58278326	58380259	101934	1	213043	ENSMUST00000114366.2	-9374	ENSMUSG00000079554	Aox2	aldehyde oxidase 2	SMRT CpG 6hr
chr1	62720289	62720414	126	*	Intron (ENSMUST00000126344.1/18187, intron 2 of 2)	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	16587	ENSMUSG00000025969	Nrp2	neuropilin 2	SMRT CpG 6hr
chr1	62722416	62722541	126	*	Intron (ENSMUST00000126344.1/18187, intron 2 of 2)	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	18714	ENSMUSG00000025969	Nrp2	neuropilin 2	SMRT CpG 6hr
chr1	74712974	74713099	126	*	Promoter	1	74713574	74737892	24319	1	104086	ENSMUST00000027356.6	-475	ENSMUSG00000026170	Cyp27a1	cytochrome P450, family 27, subfamily a, polypeptide 1	SMRT CpG 6hr
chr1	79752519	79752644	126	*	Intron (ENSMUST00000113512.7/69368, intron 1 of 11)	1	79733620	79761721	28102	2	69368	ENSMUST00000186464.1	9077	ENSMUSG00000073643	Wdfy1	WD repeat and FYVE domain containing 1	SMRT CpG 6hr
chr1	79762902	79763027	126	*	Promoter	1	79733853	79762047	28195	2	69368	ENSMUST00000125641.1	-855	ENSMUSG00000073643	Wdfy1	WD repeat and FYVE domain containing 1	SMRT CpG 6hr
chr1	85600835	85600960	126	*	Promoter	1	85600703	85645037	44335	1	434484	ENSMUST00000080204.10	132	ENSMUSG00000070031	Sp140	Sp140 nuclear body protein	SMRT CpG 6hr
chr1	85604233	85604358	126	*	Exon (ENSMUST00000161763.1/ENSMUST00000161763.1, exon 3 of 3)	1	85600703	85645037	44335	1	434484	ENSMUST00000080204.10	3530	ENSMUSG00000070031	Sp140	Sp140 nuclear body protein	SMRT CpG 6hr
chr1	85605475	85605600	126	*	Intron (ENSMUST00000113385.2/434484, intron 2 of 3)	1	85600703	85645037	44335	1	434484	ENSMUST00000080204.10	4772	ENSMUSG00000070031	Sp140	Sp140 nuclear body protein	SMRT CpG 6hr
chr1	85624572	85624697	126	*	Intron (ENSMUST00000080204.10/434484, intron 7 of 16)	1	85632478	85644942	12465	1	434484	ENSMUST00000161497.1	-7781	ENSMUSG00000070031	Sp140	Sp140 nuclear body protein	SMRT CpG 6hr
chr1	85650034	85650159	126	*	Promoter	1	85650050	85709998	59949	1	20684	ENSMUST00000066427.10	0	ENSMUSG00000026222	Sp100	nuclear antigen Sp100	SMRT CpG 6hr
chr1	85703460	85703585	126	*	Promoter	1	85703442	85707995	4554	1	20684	ENSMUST00000141709.1	18	ENSMUSG00000026222	Sp100	nuclear antigen Sp100	SMRT CpG 6hr
chr1	96860516	96860641	126	*	Intron (ENSMUST00000071985.5/227394, intron 2 of 12)	1	96871126	96907796	36671	1	329217	ENSMUST00000188631.4	-10485	NA	Panct2	pluripotency-associated noncoding transcript 2	SMRT CpG 6hr
chr1	105991465	105991590	126	*	Promoter	1	105990689	106034067	43379	1	227449	ENSMUST00000119166.7	776	ENSMUSG00000038866	Zcchc2	zinc finger, CCHC domain containing 2	SMRT CpG 6hr
chr1	128590863	128590988	126	*	Intron (ENSMUST00000052172.6/12767, intron 1 of 1)	1	128588199	128592290	4092	2	12767	ENSMUST00000052172.6	1302	ENSMUSG00000045382	Cxcr4	chemokine (C-X-C motif) receptor 4	SMRT CpG 6hr
chr1	131867133	131867258	126	*	Promoter	1	131867224	131872739	5516	1	226422	ENSMUST00000112386.7	0	ENSMUSG00000026433	Rab29	RAB29, member RAS oncogene family	SMRT CpG 6hr
chr1	134302847	134302972	126	*	Intron (ENSMUST00000168515.7/68507, intron 25 of 28)	1	134296789	134304808	8020	2	68507	ENSMUST00000189862.6	1836	ENSMUSG00000026458	Ppfia4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	SMRT CpG 6hr
chr1	135815552	135815677	126	*	Distal Intergenic	1	135818598	135833342	14745	1	16763	ENSMUST00000038760.9	-2921	ENSMUSG00000041782	Lad1	ladinin	SMRT CpG 6hr
chr1	138930294	138930419	126	*	Distal Intergenic	1	138963435	139063718	100284	1	329260	ENSMUST00000200533.4	-33016	ENSMUSG00000056268	Dennd1b	DENN/MADD domain containing 1B	SMRT CpG 6hr
chr1	138939796	138939921	126	*	Distal Intergenic	1	138963435	139063718	100284	1	329260	ENSMUST00000200533.4	-23514	ENSMUSG00000056268	Dennd1b	DENN/MADD domain containing 1B	SMRT CpG 6hr
chr1	138963576	138963701	126	*	Promoter	1	138963709	139176043	212335	1	329260	ENSMUST00000168527.7	-8	ENSMUSG00000056268	Dennd1b	DENN/MADD domain containing 1B	SMRT CpG 6hr
chr1	143916608	143916733	126	*	Distal Intergenic	1	144001883	144004032	2150	2	19735	ENSMUST00000153527.2	87299	ENSMUSG00000026360	Rgs2	regulator of G-protein signaling 2	SMRT CpG 6hr
chr1	143999392	143999517	126	*	Exon (ENSMUST00000127206.7/19735, exon 5 of 5)	1	144001883	144004032	2150	2	19735	ENSMUST00000153527.2	4515	ENSMUSG00000026360	Rgs2	regulator of G-protein signaling 2	SMRT CpG 6hr
chr1	144317688	144317813	126	*	Distal Intergenic	1	144242296	144249242	6947	2	50778	ENSMUST00000189061.6	-68446	ENSMUSG00000026358	Rgs1	regulator of G-protein signaling 1	SMRT CpG 6hr
chr1	150164988	150165113	126	*	Promoter	1	150159043	150164948	5906	2	102639566	ENSMUST00000181308.1	-40	ENSMUSG00000097754	Ptgs2os2	prostaglandin-endoperoxide synthase 2, opposite strand 2	SMRT CpG 6hr
chr1	156680939	156681064	126	*	Exon (ENSMUST00000122424.7/215015, exon 9 of 9)	1	156653617	156674356	20740	2	30935	ENSMUST00000150557.7	-6583	ENSMUSG00000060519	Tor3a	torsin family 3, member A	SMRT CpG 6hr
chr1	161251964	161252089	126	*	Promoter	1	161240112	161251219	11108	2	11758	ENSMUST00000071718.11	-745	ENSMUSG00000026701	Prdx6	peroxiredoxin 6	SMRT CpG 6hr
